央视频道,#genre#
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230542/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230805/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230842/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230542/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230842/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb04]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb04]:80/PLTV/1/224/3221230526/1.m3u8
